word
neighborhood = Nachbarschaft
nightlife = Nachtleben
often = oft
ointment = Salbe
owe = schulden
parks = Parks
person = Person
platform = Plattform
police = Polizei
pregnancy = Schwangerschaft
pressure = Druck
problem = Problem
rash = Ausschlag
repeat = wiederholen
required = erforderlich
restroom = Toilette
rocks = Felsen
roll = Rolle
rolls = Brötchen
schedule = Zeitplan
shut = schließen
signature = Unterschrift
soft = weich
specific = spezifisch
station = Station
stop = Halt
straight = geradeaus
take = nehmen
technician = Techniker
tell = erzählen
thanks = danke
thermometer = Thermometer
timetable = Fahrplan
train = Zug
transfer = Transfer
trip = Reise
uber = Uber
week = Woche
welcome = willkommen
destination = Ziel
liquids = Flüssigkeiten
requests = Anfragen
tray = Tablett
wide = breit
now = jetzt
sick = krank
already = bereits
cards = Karten
fashioned = altmodisch
customs = Zoll
anticoagulant = Antikoagulans
antifungal = Antimykotikum
antiseptic = Antiseptikum
immigration = Einwanderung
intersection = Kreuzung
nasal spray = Nasenspray
shuttle = Shuttle
tunnel = Tunnel
upright = aufrecht
snack = Snack
visit = Besuch
beautiful = schön
electronics = Elektronik
thick = dick
checkpoint = Kontrollpunkt
program = Programm
brand = Marke
seatbelt = Sicherheitsgurt
wine = Wein
acid = Säure
adhd = ADHS
alps = Alpen
ambulance = Rettungswagen
antipsychotic = Antipsychotikum
anxiety = Angst
appreciate = schätzen
army = Armee
assistance = Hilfe
bakery = Bäckerei
banks = Banken
beverages = Getränke
bike tour = Fahrradtour
candy = Süßigkeiten
canned = in Dosen
cereal = Müsli
cessation = Einstellung
cilantro = Koriander
commute = Pendeln
cookies = Kekse
copay = Selbstbeteiligung
cow = Kuh
dairy = Milchprodukte
deli = Delikatessengeschäft
doner kebab = Döner Kebab
dysfunction = Funktionsstörung
eczema = Ekzem
epinephrine = Adrenalin
erectile = Erektions-
fare = Fahrpreis
fast food = Schnellimbiss
fly = fliegen
fresh = frisch
fungus = Pilz
generic = generisch
glucose meter = Blutzuckermessgerät
graffiti = Graffiti
grains = Getreide
health = Gesundheit
hiking = Wandern
hiking = Bergwandern
hobby = Hobby
hungry = hungrig
interests = Interessen
job = Arbeit
journey = Reise
juice = Saft
knife = Messer
label = Etikett
lake = See
landmark = Wahrzeichen
meat = Fleisch
migraines = Migräne
monorail = Einschienenbahn
month = Monat
mountain = Berg
nearest = nächstgelegen
number = Nummer
only = nur
order = Bestellung
osteoporosis = Osteoporose
outdoor = im Freien
packed = verpackt
pasta = Nudeln
payment = Zahlung
pharmacist = Apotheker
pharmacy = Apotheke
price = Preis
produce = produzieren
raincheck = Regencheck
recipe = Rezept
reflux = Reflux
reservation = Reservierung
resort = Ferienort
rideshare = Fahrgemeinschaft
river cruise = Flusskreuzfahrt
route = Strecke
run = laufen
rush = Eile
scenery = Landschaft
skiing = Skifahren
snowboarding = Snowboarden
soon = bald
student = Student
subway = U-Bahn
suppository = Zäpfchen
swiss = Schweizer
terminal = Terminal
thank = danke
ticket = Ticket
toll = Maut
we = wir
ray = Strahl
snacks = Snacks
bins = Behälter
cancelled = abgesagt
spicy = würzig
preference = Vorliebe
preferences = Vorlieben
upgrade = Upgrade
duty = Pflicht
cable = Kabel
cyclist = Radfahrer
delayed = verspätet
gum = Kaugummi
monitor = überwachen
declaration = Erklärung
exchange = Austausch
prepaid = im Voraus bezahlt
conventional = konventionell
prohibited = verboten
truth = Wahrheit
aerial = Luft-
ambiance = Atmosphäre
antique = Antik
apple fritter = Apfelkrapfen
asthma = Asthma
athlete = Athlet
bad = schlecht
barcode = Strichcode
basket = Korb
bit = Bit
bratwurst = Bratwurst
business = Geschäft
care = Sorgfalt
carpool = Fahrgemeinschaft
cart = Wagen
cashier = Kassierer
chalet = Chalet
checkout = Kasse
chronic = chronisch
clear = klar
complaints = Beschwerden
connector = Verbindungselement
cook = kochen
copay = Selbstbeteiligung
counter = Schalter
coupon = Gutschein
crosswalk = Zebrastreifen
cry = weinen
cutlery = Besteck
date = Datum
deductible = Selbstbeteiligung
deductible = Eigenanteil
delivery = Lieferung
digestive = Verdauungs-
discount = Rabatt
dish = Gericht
dosage = Dosierung
easy = einfach
effects = Auswirkungen
energy = Energie
epipen = Epipen
excuse = Entschuldigung
farm = Farm
ferris wheel = Riesenrad
flavor = Geschmack
fondue = Fondue
forward = vorwärts
frozen foods = Tiefkühlkost
generic = generisch
gondola = Gondel
ground = Boden
high = hoch
host = Gastgeber
hostess = Gastgeberin
idea = Idee
ingredients = Zutaten
interactions = Wechselwirkungen
jump = springen
kitchen = Küche
knife = Messer
label = Etikett
laugh = lachen
learn = lernen
lighting = Beleuchtung
listen = zuhören
luggage = Gepäck
napkin = Serviette
nice = nett
not = nicht
okay = okay
only = nur
organic = biologisch
over = vorbei
peanut butter = Erdnussbutter
pedicab = Fahrradtaxi
plate = Teller
policy = Richtlinie
presentation = Präsentation
psoriasis = Schuppenflechte
public = öffentlich
read = lesen
refund = Rückerstattung
ride = Fahrt
sale = Verkauf
salesperson = Verkäufer
school = Schule
seafood = Meeresfrüchte
seating = Sitzgelegenheit
serving = Portion
shelf = Regal
ski = Ski
skiing = Skifahren
smile = lächeln
snow = Schnee
snowboarding = Snowboarden
so = so
spices = Gewürze
staff = Personal
still = immer noch
story = Geschichte
street art = Straßenkunst
streetcar = Straßenbahn
study = studieren
suggestions = Vorschläge
swim = schwimmen
tab = Registerkarte
takeout = Essen zum Mitnehmen
talk = sprechen
taste = Geschmack
tea = Tee
teach = lehren
teacher = Lehrer/in
technician = Techniker/in
test = Test
tip = Trinkgeld
tomorrow = morgen
tramway = Straßenbahn
transportation = Transport
turnpike = Autobahngebühr
vegan = vegan
vegetarian = vegetarisch
vitamins = Vitamine
waiting = warten
walk = Spaziergang
watches = Uhren
waterfall = Wasserfall
weight = Gewicht
write = schreiben
year = Jahr
currency = Währung
intense = intensiv
tasteless = geschmacklos
rewards = Belohnungen
extreme = extrem
wifi = WLAN
arrival = Ankunft
cigarettes = Zigaretten
mints = Minzbonbons
stale = abgestanden
workday = Arbeitstag
homeless = obdachlos
acid = Säure
acne = Akne
adhd = ADHS
analyst = Analyst/in
anxiety = Angst
arthritis = Arthritis
beans = Bohnen
buffet = Buffet
build = bauen
cabin = Hütte
carousel = Karussell
cessation = Aufhören
cheese = Käse
chef = Koch/Köchin
chickpeas = Kichererbsen
chocolate = Schokolade
cholesterol = Cholesterin
climb = klettern
cold = kalt
constipation = Verstopfung
cough = Husten
create = erstellen
crew = Mannschaft
currywurst = Currywurst
dance = tanzen
departure = Abfahrt
depression = Depression
destroy = zerstören
diabetes = Diabetes
diarrhea = Durchfall
difficult = schwierig
dislike = nicht mögen
doctor = Arzt/Ärztin
dosage = Dosierung
dress code = Kleiderordnung
drug = Droge
dysfunction = Funktionsstörung
eat = essen
eczema = Ekzem
erectile = erektile
fantastic = fantastisch
flu = Grippe
fondue = Fondue
foot = Fuß
forget = vergessen
frankly = offen gesagt
frown = Stirn runzeln
fungus = Pilz
give = geben
glacier = Gletscher
gluten = Gluten
granola = Müsli
gratuity = Trinkgeld
great = großartig
hate = hassen
heartburn = Sodbrennen
hungry = hungrig
hurt = Schmerzen haben
imagine = sich vorstellen
important = wichtig
infection = Infektion
insomnia = Schlaflosigkeit
interactions = Wechselwirkungen
interesting = interessant
lawyer = Anwalt
lentils = Linsen
light rail = Straßenbahn
loss = Verlust
love = lieben
loyalty = Treue
menopause = Wechseljahre
migraines = Migräne
nail = Nagel
nurse = Krankenschwester
oats = Haferflocken
osteoporosis = Osteoporose
pain = Schmerz
pardon = Verzeihung
play = spielen
problems = Probleme
psoriasis = Psoriasis
raclette = Raclette
rash = Ausschlag
receive = empfangen
reflux = Reflux
remember = sich erinnern
rice = Reis
sell = verkaufen
sing = singen
sinus = Nebenhöhlen
skin = Haut
sleep = schlafen
smoking = Rauchen
sore = wund
spirits = Spirituosen
supplements = Nahrungsergänzungsmittel
symptoms = Symptome
tablecloth = Tischtuch
test = Test
think = denken
throat = Hals
tobacco = Tabak
tram = Straßenbahn
trolley = Einkaufswagen
university = Universität
victor = Sieger
waiter = Kellner
waitress = Kellnerin
wake = aufwachen
work = arbeiten
civilian = Zivilist
promotions = Werbeaktionen
bum = Penner
clearance = Räumungsverkauf
concourse = Empfangshalle
condom = Kondom
corkage fee = Korkgeld
cuckoo clock = Kuckucksuhr
locally sourced = regional bezogen
mixologist = Barkeeper
raclette = Raclette
runway = Start- und Landebahn
sous = Küchenchef
tarmac = Rollbahn
yodeling = Jodeln
mullet = Vokuhila
kottbusser = Kottbusser
acid reflux = Säurereflux
adhesive = Klebstoff
aerial tramway = Luftseilbahn
anti = gegen
apetit = Appetit
apple = Apfel
art = Kunst
athlete's foot = Fußpilz
back = Rücken
beer list = Bierliste
berlin = Berlin
berlin philharmonic = Berliner Philharmoniker
berliner = Berliner
berliner beer = Berliner Bier
bike = Fahrrad
birth control = Verhütungsmittel
boarding pass = Bordkarte
"bon = gut, lecker"
bon apetit = Guten Appetit
brand-name medication = Markenmedikament
bread roll = Brötchen
butter = Butter
cabin crew = Kabinenbesatzung
cable car = Seilbahn
canned foods = Dosennahrung
chronic pain = chronischer Schmerz
clock = Uhr
code = Code
connecting flight = Anschlussflug
"cool, awesome = cool, super"
"cool, laid-back = cool, entspannt"
corkage = Korkgeld
"crazy, insane = verrückt, wahnsinnig"
credit card = Kreditkarte
cruise = Kreuzfahrt
cuckoo = Kuckuck
cuisine = Küche
customer service = Kundenservice
debit card = Debitkarte
dietary supplements = Nahrungsergänzungsmittel
digestive problems = Verdauungsprobleme
district = Bezirk
don = Herr
doner = Döner
dress = Kleid
drive = fahren
drug allergies = Medikamentenallergien
drug interactions = Wechselwirkungen von Medikamenten
"dude, man = Typ, Mann"
ear drops = Ohrentropfen
ear infection = Ohrenentzündung
east = Osten
east berlin = Ost-Berlin
energy drinks = Energy-Drinks
english = Englisch
erectile dysfunction = erektile Dysfunktion
excuse me = Entschuldigung
eye drops = Augentropfen
eye infection = Augenentzündung
fast = schnell
fee = Gebühr
ferris = Riesenrad
"fine = gut, in Ordnung"
fine dining = gehobene Küche
flat bread = Fladenbrot
flight number = Flugnummer
food = Essen
foods = Lebensmittel
fresh produce = frisches Obst und Gemüse
fritter = Fritter
frozen = gefroren
generic medication = Generikum
glucose = Glukose
good afternoon = Guten Nachmittag
good evening = Guten Abend
good morning = Guten Morgen
good night = gute Nacht
ground staff = Bodenpersonal
happy hour = Happy Hour
health foods = gesunde Lebensmittel
help desk = Informationsschalter
high cholesterol = hoher Cholesterinspiegel
i'm sorry = es tut mir leid
inflammatory = entzündungshemmend
"intense, extreme = intensiv, extrem"
it = es
kebab = Döner Kebab
kreuzberg = Kreuzberg
kreuzberg district = Bezirk Kreuzberg
laid = entspannt
light = leicht
locally = lokal
loyalty program = Treueprogramm
luggage carousel = Gepäckband
lyft = Lyft
menopause symptoms = Symptome der Menopause/Wechseljahre
meter = Meter
minded = gesinnt
"more, please = mehr, bitte"
mullet hairstyle = Vokuhila Frisur
museum = Museum
nail fungus = Nagelpilz
narrow = eng
nasal = nasal
natural products = Naturprodukte
"neighborhood, district = Nachbarschaft, Bezirk"
organic products = Bio-Produkte
outdoor seating = Außensitzplätze
pardon me = Verzeihung
peanut = Erdnuss
pergamon = Pergamon
pergamon museum = Pergamonmuseum
pharmacy technician = Apothekentechniker/in
pregnancy test = Schwangerschaftstest
prescription label = Medikamentenbeipackzettel
prescription refill = Rezeptverlängerung
rail = Bahn
return policy = Rückgabebedingungen
right = rechts
river = Fluss
rush hour = Stoßzeit
seating policy = Sitzplatzregelung
security clearance = Sicherheitsüberprüfung
shopping cart = Einkaufswagen
side effects = Nebenwirkungen
sinus infection = Nasennebenhöhlenentzündung
ski resort = Skigebiet
skin rash = Hautausschlag
smoking cessation = Raucherentwöhnung
soft drinks = alkoholfreie Getränke
sore throat = Halsschmerzen
sourced = bezogen
sous chef = Sous-Chef/in
spray = Sprühflasche
street = Straße
swiss cheese = Schweizer Käse
swiss chocolate = Schweizer Schokolade
swiss franc = Schweizer Franken
take care = Pass auf dich auf
tape = Klebeband
thank you = danke
that's easy = das ist einfach
that's enough = das reicht
that's fantastic = das ist fantastisch
that's fine = das ist in Ordnung
that's great = das ist großartig
that's okay = das ist okay
thru = durch
toll road = Mautstraße
tour = Tour
trabant = Trabant
trabant car = Trabant-Auto
waiting list = Warteliste
way = Weg
weight loss = Gewichtsverlust
west = Westen
west berlin = West-Berlin
what's up? = Was gibt's Neues?
wheel = Rad
wine list = Weinkarte
you're welcome = Bitte schön
but = aber
