word
receipt: 45
email: 25
confirmation: 44
delayed: 65
cancelled: 62
proceed: 33
customer: 29
service: 11
desk: 43
boarding: 50
gate: 31
x: 86
place: 23
all: 6
electronics: 57
and: 1
liquids: 51
in: 2
bins: 62
ray: 61
machine: 23
window: 38
aisle: 38
seat: 12
preference: 63
duty: 64
free: 30
fasten: 50
seatbelt: 59
return: 45
tray: 51
table: 38
upright: 55
position: 38
connecting: 50
wi: 74
fi: 74
airport: 36
fill: 45
customs: 54
declaration: 67
form: 30
currency: 71
exchange: 67
office: 32
check: 41
counters: 44
see: 22
pass: 40
id: 46
this: 6
final: 35
destination: 51
packed: 60
prohibited: 68
security: 31
checkpoint: 58
upgrade: 63
first: 23
class: 29
purpose: 46
visit: 56
needs: 41
requests: 51
baggage: 40
immigration: 55
passport: 45
departure: 80
arrival: 75
number: 60
runway: 90
terminal: 60
concourse: 90
clearance: 90
airline: 50
cabin: 80
crew: 80
ground: 70
staff: 70
luggage: 70
carousel: 80
tarmac: 90
appetizer: 50
entree: 50
dessert: 50
reservation: 60
host: 70
hostess: 70
waiter: 80
waitress: 80
chef: 80
kitchen: 70
cook: 70
sous: 90
dish: 70
plate: 70
cutlery: 70
napkin: 70
tablecloth: 80
serving: 70
order: 60
tip: 70
gratuity: 80
buffet: 80
takeout: 70
delivery: 70
drive-thru: 90
fast food: 60
fine cuisine: 80
recipe: 60
ingredients: 70
spices: 70
flavor: 70
taste: 70
presentation: 70
gluten: 80
vegetarian: 70
vegan: 70
fresh: 60
organic: 70
locally sourced: 90
farm: 70
mixologist: 90
corkage fee: 90
waiting: 70
seating: 70
policy: 70
dress code: 80
ambiance: 70
lighting: 70
outdoor: 60
shelf: 70
cart: 70
basket: 70
checkout: 70
cashier: 70
salesperson: 70
barcode: 70
discount: 70
coupon: 70
sale: 70
price: 60
payment: 60
refund: 70
loyalty: 80
complaints: 70
suggestions: 70
produce: 60
meat: 60
seafood: 70
dairy: 60
bakery: 60
deli: 60
frozen foods: 70
canned: 60
pasta: 60
grains: 60
cereal: 60
candy: 60
beverages: 60
spirits: 80
juice: 60
soft: 50
tea: 70
energy: 70
health: 60
natural: 50
vitamins: 70
supplements: 80
oats: 80
beans: 80
chickpeas: 80
lentils: 80
peanut butter: 70
rice: 80
granola: 80
fare: 60
bus: 50
train: 50
often: 50
come: 50
stop: 50
landmark: 60
tell: 50
nearest: 60
ticket: 60
board: 50
elsewhere: 50
transfer: 50
required: 50
journey: 60
long: 50
take: 50
last: 50
subway: 60
streetcar: 70
tram: 80
light rail: 80
trolley: 80
schedule: 50
route: 60
station: 50
platform: 50
commute: 60
rush: 60
timetable: 50
delay: 50
cancellation: 50
intersection: 55
crosswalk: 70
pedestrian: 40
cyclist: 65
driver: 25
traffic: 20
road: 10
highway: 25
bridge: 50
tunnel: 55
turnpike: 70
expressway: 45
toll: 60
carpool: 70
parking: 20
garage: 35
lot: 35
connector: 70
shuttle: 55
border: 50
metro: 45
monorail: 60
gondola: 70
aerial: 70
tramway: 70
cable: 65
ferris wheel: 70
pedicab: 70
rideshare: 60
taxi: 30
Lyft: 70
right of way: 55
flat: 30
cilantro: 60
garlic: 30
onion: 25
prescription: 25
medication: 30
pill: 35
tablet: 40
capsule: 45
syrup: 45
drops: 50
injection: 50
cream: 45
ointment: 50
inhaler: 50
nasal spray: 55
eye: 30
ear: 35
suppository: 60
antibiotic: 40
analgesic: 50
antihistamine: 50
antacid: 50
antidepressant: 45
anticoagulant: 55
antifungal: 55
anti-inflammatory: 50
antipsychotic: 60
antiseptic: 55
bandage: 35
gauze: 35
adhesive tape: 45
thermometer: 50
monitor: 65
glucose meter: 60
insulin: 50
epinephrine: 60
epipen: 70
control: 40
birth: 40
blood: 50 
pressure: 50
condom: 90
pregnancy: 50
test: 80
insurance: 40
copay: 70
deductible: 70
pharmacy: 60
technician: 70
pharmacist: 60
label: 70
dosage: 80
effects: 70
interactions: 80
drug: 80
over: 70
counter: 70
only: 60
generic: 70
asthma: 70
cold: 80
flu: 80
symptoms: 80
cough: 80
sore: 80
throat: 80
sinus: 80
infection: 80
skin: 80
rash: 80
eczema: 80
psoriasis: 80
acne: 80
athlete: 70
foot: 80
nail: 80
fungus: 80
digestive: 70
problems: 80
constipation: 80
diarrhea: 80
heartburn: 80
acid: 80
reflux: 80
high: 70
cholesterol: 80
diabetes: 80
arthritis: 80
chronic: 70
pain: 80
migraines: 80
anxiety: 80
depression: 80
insomnia: 80
adhd: 80
erectile: 80
dysfunction: 80
menopause: 80
osteoporosis: 80
smoking: 80
cessation: 80
weight: 70
loss: 80
hungry: 80
eat: 80
date: 70
chocolate: 80
cheese: 80
alps: 60
skiing: 60
snowboarding: 60
hiking: 60
fondue: 70
raclette: 80
swiss: 60
army: 60
knife: 70
banks: 60
watches: 70
public: 70
transportation: 70
pregnancy: 50
test: 70
insurance: 20
copay: 60
deductible: 70
pharmacy: 25
technician: 50
pharmacist: 40
label: 60
dosage: 70
effects: 50
interactions: 70
drug: 20
over: 30
counter: 40
only: 70
generic: 60
asthma: 30
cold: 30
flu: 30
symptoms: 30
cough: 40
sore: 40
throat: 40
sinus: 40
infection: 30
skin: 30
rash: 50
eczema: 60
psoriasis: 70
acne: 40
athlete: 50
foot: 50
nail: 50
fungus: 60
digestive: 40
problems: 40
constipation: 50
diarrhea: 50
heartburn: 50
acid: 60
reflux: 60
high: 40
cholesterol: 50
diabetes: 50
arthritis: 50
chronic: 50
pain: 40
migraines: 60
anxiety: 60
depression: 50
insomnia: 50
adhd: 60
erectile: 60
dysfunction: 60
menopause: 50
osteoporosis: 60
smoking: 40
cessation: 60
weight: 30
loss: 30
hungry: 60
eat: 40
date: 40
chocolate: 50
cheese: 30
alps: 60
skiing: 70
snowboarding: 70
hiking: 60
fondue: 80
raclette: 90
Swiss: 50
army: 20
knife: 60
banks: 30
watches: 40
public transportation: 30
franc: 50
lake: 60
mountain: 60
scenery: 60
chalet: 70
snow: 70
cuckoo clock: 90
cow: 60
yodeling: 90
ski: 70
resort: 60
glacier: 80
waterfall: 70
history: 40
culture: 50
nightlife: 50
street art: 70
graffiti: 60
museums: 40
galleries: 50
architecture: 50
wall: 40
Trabant: 90
currywurst: 80
Berliner: 80
bratwurst: 70
doner kebab: 60
Kreuzberg district: 70
East Berlin: 60
West Berlin: 60
hipster: 50
fashion: 50
design: 50
bike tour: 60
river cruise: 60
parks: 50
gardens: 50
philharmonic: 40
Pergamon Museum: 70
nonsense: 20
cool: 40
laid-back: 50
money: 40
oh: 10
god: 20
damn: 20
small: 40
piece: 40
crazy: 40
insane: 40
lunch: 50
roll: 50
apple fritter: 70
person: 50
who: 30
conservative: 50
narrow-minded: 60
cookies: 60
dude: 40
man: 40
feel: 40
doing: 40
something: 40
awesome: 50
neighborhood: 50
intense: 72
extreme: 74
things: 18
bum: 89
homeless: 78
shut: 50
already: 53
boring: 43
conventional: 68
frankly: 80
truth: 68
mullet: 93
hairstyle: 46
doesn't: 12
matter: 29
cares: 17
civilian: 85
worker: 28
kottbusser: 100
tor: 96
end: 17
workday: 77
relax: 37
tired: 22
sad: 33
angry: 45
beautiful: 57
ugly: 46
big: 25
tall: 39
short: 27
wide: 51
slow: 31
young: 26
fashioned: 53
modern: 37
antique: 70
clean: 38
dirty: 46
hot: 20
spicy: 62
mild: 48
delicious: 34
tasteless: 72
stale: 75
healthy: 23
sick: 52
thick: 57
thin: 44
heavy: 36
rich: 24
poor: 33
expensive: 32
cheap: 35
strong: 38
weak: 44
hard: 23
low: 19
loud: 23
quiet: 22
house: 29
dog: 16
cat: 18
tree: 21
computer: 27
book: 20
pen: 20
pencil: 26
chair: 20
bed: 24
room: 24
bathroom: 21
television: 27
movie: 21
air: 16
earth: 13
sky: 18
sun: 25
moon: 25
star: 22
week: 50
month: 60
year: 70
family: 50
friend: 50
teacher: 70
student: 60
doctor: 80
nurse: 80
lawyer: 80
government: 50
business: 70
job: 60
school: 70
university: 80
city: 50
country: 50
world: 40
run: 60
walk: 70
sleep: 80
wake: 80
talk: 70
listen: 70
write: 70
read: 70
sing: 80
dance: 80
play: 80
work: 80
study: 70
ride: 70
fly: 60
swim: 70
jump: 70
climb: 80
laugh: 70
cry: 70
smile: 70
frown: 80
think: 80
remember: 80
forget: 80
imagine: 80
create: 80
build: 80
destroy: 80
love: 80
hate: 80
dislike: 80
sell: 80
receive: 80
give: 80
hurt: 80
teach: 70
learn: 70
hobby: 60
still: 70
care: 70
not: 70
bad: 70
idea: 70
we: 60
okay: 70
soon: 60
easy: 70
great: 80
so: 70
important: 80
tomorrow: 70
interests: 60
clear: 70
forward: 70
story: 70
ll: 80
fantastic: 80
bit: 70
difficult: 80
interesting: 80
